Player ID,Rec,Inf,Name,Position,Club,Nat,Height,Weight,WR,Age,Transfer Value,Cro,Dri,Fre,Fin,Fir,Fla,Lon,OtB,Pas,Vis,Acc,Ant,Hea,Jum,Mar,Pac,Pos,Sta,Str,Tck,Agi,Bal,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Ref,TRO,Pun,Thr,Agg,Bra,Cmp,Cnt,Dec,Det,Ldr,Tea,Wor,Cor,L Th,Pen,Tec,Best Pos,Best Role,Best Duty,Ability,Potential,Agreed Playing Time,F/PT,Wage,Expires
24,,0.0,Maghnes Akliouche,"M (C), AM (RLC)",Monaco,,183 cm,63 kg,0.0,23,48000000.0,14,15,12,11,15,14,12,14,14,14,14.5,12.0,8.0,8.0,7.0,13.5,9.0,12.0,10.0,8.0,16,12,3,1,2,2,3,1,3,4,2,1,3,13,12,14,14,13,14,12,13,15,13,5,12,15,"M (C), AM (RLC), ST (RL)",Winger,Support,,,,,,
25,,0.0,Tyron Akpata,"DM, M (C)",West Ham,,168 cm,61 kg,0.0,18,110000.0,7,7,7,6,14,5,9,9,13,13,,10.0,7.0,,4.0,,6.0,6.0,6.0,9.0,7,12,1,3,3,1,2,1,1,2,1,2,3,14,7,7,7,9,14,12,14,13,3,1,2,9,"DM, M (C)",Central Midfielder,Defend,,,,,,
26,,0.0,David Alaba,"D (LC), WB (L), M (C)",Real Madrid,,180 cm,78 kg,0.0,33,10500000.0,12,12,15,10,15,12,14,14,16,13,15.0,14.0,13.0,12.0,14.0,15.0,15.0,14.0,13.0,13.0,13,14,2,3,3,3,1,3,1,3,2,1,2,13,12,14,14,14,16,15,15,14,12,13,14,15,D/WB (RL),Inverted Wing-Back,Defend,,,,,,
27,,0.0,Zane Albarus,"DM, M (C)",Brighton,,194 cm,82 kg,0.0,19,220000.0,5,5,5,6,13,6,11,7,13,13,,4.0,5.0,,8.0,,8.0,9.5,5.0,5.0,7,6,1,1,2,2,1,2,2,4,1,4,1,10,7,7,7,11,12,6,6,11,4,1,3,13,"DM, M (C)",Central Midfielder,Support,,,,,,
28,,,Aji Alese,D (LC),Sunderland,,194 cm,74 kg,0.0,24,2600000.0,10,13,2,9,11,7,2,10,11,10,13.0,12.0,12.0,15.5,13.0,16.5,13.0,15.0,11.5,12.0,13,11,3,1,2,1,4,2,1,2,3,2,1,10,13,12,12,11,12,14,12,11,1,10,4,12,D/WB (RL),Wide Centre-Back,Defend,,,,,,
29,,0.0,Sotiris Alexandropoulos,"DM, M (C)",Fortuna DÃ¼sseldorf,,186 cm,71 kg,0.0,23,1100000.0,8,12,8,7,11,12,11,11,12,10,16.0,11.0,10.0,12.0,11.0,16.0,10.0,14.0,10.0,13.0,15,14,1,3,2,1,3,1,2,1,2,2,3,15,15,11,9,9,15,10,12,14,7,7,6,12,"DM, M (C)",Ball Winning Midfielder,Support,,,,,,
30,,0.0,Alexsandro Ribeiro,D (C),Lille,,192 cm,88 kg,0.0,25,8600000.0,6,8,6,8,11,11,7,7,10,11,13.5,13.0,15.0,13.5,14.0,13.5,15.0,13.0,16.0,13.0,10,14,3,3,1,3,3,3,1,2,1,3,3,15,15,11,12,12,13,8,13,14,4,8,8,10,D (C),Wide Centre-Back,Defend,,,,,,
31,,0.0,Farhaan Ali Wahid,AM (RL),Fulham,,159 cm,53 kg,0.0,19,140000.0,8,9,4,6,6,13,11,8,10,4,9.0,6.0,4.0,6.5,2.0,7.5,2.0,,1.0,4.0,12,8,1,2,2,1,1,3,3,1,3,2,4,5,5,10,1,10,12,8,6,10,5,1,1,4,"M/AM (RL), ST (RL)",Inverted Winger,Support,,,,,,
32,,,Mirsad Ali,D/WB (L),Leicester,,177 cm,64 kg,0.0,19,850000.0,13,11,1,7,9,9,3,6,9,4,14.0,8.0,9.0,4.0,9.0,13.0,5.0,9.0,4.0,11.0,9,9,3,1,2,3,1,3,3,1,2,1,3,12,9,8,9,12,16,12,13,13,6,5,2,9,D/WB (RL),Complete Wing-Back,Support,,,,,,
33,,0.0,Zack Ali,D (C),Bristol City,,185 cm,75 kg,0.0,19,65000.0,1,4,1,4,7,5,6,6,6,6,11.0,9.0,14.0,8.0,12.0,8.0,12.0,5.0,5.0,14.0,7,7,2,2,3,1,4,1,2,3,2,2,3,8,8,7,10,9,14,7,6,7,3,2,1,6,D (C),No-Nonsense Centre-Back,Defend,,,,,,
34,,,Cruz Allen,"M (C), AM (RC)",Derby County,,176 cm,63 kg,0.0,18,170000.0,5,6,6,9,12,10,6,8,11,11,12.0,2.0,4.0,4.0,4.0,12.0,6.0,7.0,2.0,6.0,12,5,3,1,2,2,3,1,1,1,3,2,2,13,6,3,6,12,16,8,5,7,7,1,5,8,"AM (RL), ST (RL)",Central Midfielder,Support,,,,,,
35,,0.0,Jamie Allen,"DM, M (C)",Coventry,,171 cm,59 kg,0.0,30,4600000.0,12,13,11,12,13,8,14,11,13,12,12.0,14.0,7.0,6.0,10.0,12.0,8.0,13.0,10.0,11.0,13,12,3,2,1,3,3,1,2,1,2,2,1,13,15,12,11,12,14,13,16,19,12,5,8,12,"DM, M (C)",Ball Winning Midfielder,Support,,,,,,
36,,,Michael Allen,GK,Fulham,,197 cm,82 kg,0.0,20,100000.0,3,1,7,2,1,2,2,2,7,5,,7.0,1.0,,1.0,,9.0,,,1.0,8,6,11,5,9,5,13,10,8,8,15,8,6,5,15,6,13,13,11,1,6,5,3,2,3,1,GK,Goalkeeper,Defend,,,,,,
37,,0.0,Eder Aller,GK,Barcelona,,184 cm,71 kg,0.0,18,425000.0,1,3,6,3,10,7,1,2,10,9,,9.0,7.0,,2.0,,10.0,,,1.0,12,9,11,9,9,8,12,8,9,11,12,12,9,7,10,8,8,10,13,9,8,7,3,2,6,9,GK,Sweeper Keeper,Defend,,,,,,
38,,0.0,Max Alleyne,D (C),Watford,,187 cm,78 kg,0.0,19,1200000.0,3,6,3,4,9,6,8,6,8,6,13.0,11.0,12.0,12.0,14.0,9.0,12.0,7.0,7.0,14.0,11,10,2,3,1,2,1,3,2,3,3,2,3,15,10,8,8,14,8,8,8,10,5,3,2,8,D (C),Central Defender,Defend,,,,,,
39,,0.0,Mattia Almaviva,M/AM (L),Roma,,183 cm,72 kg,0.0,19,110000.0,9,7,1,8,10,8,4,10,6,7,13.0,6.0,4.0,6.0,3.0,13.0,3.0,4.0,3.0,1.0,13,5,1,4,3,4,2,1,2,3,2,1,2,8,6,9,5,5,11,2,6,9,5,4,4,7,"M/AM (RL), ST (RL)",Winger,Support,,,,,,
40,,0.0,AndrÃ© Almeida,M/AM (C),Valencia,,176 cm,66 kg,0.0,25,10500000.0,14,15,12,10,14,12,14,13,15,14,14.0,12.0,5.0,6.0,9.0,13.0,11.0,12.5,10.5,10.0,13,15,1,3,2,3,4,2,3,1,3,3,1,11,13,13,12,15,14,8,15,13,12,5,12,14,"M (C), AM (RLC), ST (RL)",Central Midfielder,Support,,,,,,
41,,0.0,Hugo Ãlvarez,M/AM (C),Celta Vigo,,169 cm,67 kg,0.0,22,8199999.0,10,13,13,10,15,13,10,15,13,13,13.0,13.0,7.0,11.5,8.0,11.0,10.0,14.0,9.5,9.0,15,11,1,1,3,1,1,4,3,3,1,1,1,13,8,13,10,13,14,8,15,12,12,9,12,15,"M (C), AM (RLC), ST (RL)",Advanced Playmaker,Support,,,,,,
42,,0.0,Ãlvaro GarcÃ­a,M/AM (L),Rayo Vallecano,,168 cm,58 kg,0.0,32,0.0,11,12,8,12,12,12,9,14,10,11,18.0,13.0,6.0,5.0,7.0,18.0,8.0,13.0,6.5,7.0,16,11,4,3,3,2,1,2,3,4,1,3,3,10,12,11,12,12,14,8,13,14,9,5,9,13,"M/AM (RL), ST (RL)",Winger,Support,,,,,,
43,,,Bobby Amartey,"D (C), DM",Leicester,,194 cm,83 kg,0.0,19,45000.0,1,3,4,1,6,5,6,5,6,4,7.0,10.0,13.0,10.0,11.0,9.0,11.0,5.0,7.0,13.0,10,6,2,2,2,4,2,3,2,1,1,3,3,12,8,6,9,12,6,6,5,7,1,1,1,6,D (C),Central Defender,Defend,,,,,,
44,,,Conrad Ambursley,"DM, M (C)",Coventry,,195 cm,78 kg,0.0,16,70000.0,4,3,4,3,10,5,7,4,10,8,12.0,9.0,4.0,13.0,3.0,9.0,10.0,6.0,6.0,6.0,9,5,3,4,1,3,2,3,3,1,3,2,1,7,6,6,6,5,16,2,6,10,4,1,1,10,DM,Defensive Midfielder,Defend,,,,,,
45,,0.0,Samuel Amissah,D (C),Fulham,,185 cm,86 kg,0.0,19,130000.0,3,2,1,1,11,5,5,3,8,8,5.5,7.0,8.0,14.0,12.0,,14.0,,4.0,14.0,3,7,3,3,1,2,3,3,1,1,3,1,3,12,8,10,5,8,9,7,6,7,1,1,1,6,D (C),Central Defender,Defend,,,,,,
46,,0.0,Ato Ampah,WB/M/AM (RL),Chelsea,,175 cm,68 kg,0.0,19,800000.0,7,11,8,6,6,15,4,6,6,7,12.5,6.0,3.0,9.5,5.0,14.0,6.0,,4.5,10.0,9,8,2,2,3,3,1,1,1,1,2,3,3,5,9,6,5,5,12,1,5,9,5,7,5,7,"M/AM (RL), ST (RL)",Winger,Attack,,,,,,
47,,,Karoy Anderson,M/AM (C),Charlton,,182 cm,77 kg,0.0,20,1300000.0,11,12,8,9,11,11,8,9,12,11,12.0,11.0,9.0,9.0,7.0,12.0,7.0,12.0,10.0,10.0,12,11,1,1,3,1,1,3,2,1,2,3,1,11,10,9,7,11,11,5,12,12,9,4,8,12,M (C),Mezzala,Support,,,,,,
48,,,Edwin Andersson,WB/M/AM (RL),Stoke,,178 cm,73 kg,0.0,21,1600000.0,10,13,7,11,11,14,7,8,9,11,15.0,8.0,6.0,8.0,3.0,13.0,4.0,8.0,7.0,3.0,11,9,1,3,3,1,2,2,2,2,1,2,2,7,5,10,6,8,12,3,8,13,8,1,10,13,"M/AM (RL), ST (RL)",Winger,Support,,,,,,
49,,0.0,Benjamin AndrÃ©,"DM, M (C)",Lille,,180 cm,76 kg,0.0,34,0.0,12,11,9,8,14,10,13,11,13,13,13.0,14.0,13.0,13.5,11.0,11.0,12.0,15.0,11.5,14.0,15,14,2,1,2,1,1,2,2,3,4,4,3,13,15,14,15,13,15,13,15,14,10,8,8,14,"DM, M (C)",Ball Winning Midfielder,Defend,,,,,,
50,,0.0,Kai Andrews,ST (C),Coventry,,187 cm,79 kg,0.0,20,28000.0,5,8,6,11,14,10,7,11,3,6,10.0,11.0,10.0,9.0,5.0,6.0,5.0,4.0,6.0,1.0,8,7,3,2,3,3,3,2,4,1,2,3,3,5,5,9,5,8,10,6,6,7,3,2,6,9,ST (C),Poacher,Attack,,,,,,
51,,0.0,Robert Andrich,"D (C), DM, M (C)",Bayer Leverkusen,,186 cm,85 kg,0.0,30,16000000.0,8,10,14,8,12,8,13,11,13,12,12.0,14.0,13.0,13.0,13.0,12.0,15.0,15.5,14.5,15.0,11,13,2,2,1,2,1,2,1,2,1,3,3,17,16,15,14,13,17,15,17,16,10,8,10,12,"DM, M (C)",Ball Winning Midfielder,Defend,,,,,,
52,,,Dani Ãngel,ST (C),Wolves,,183 cm,71 kg,0.0,17,65000.0,1,3,5,13,8,11,6,8,6,6,9.0,5.0,13.0,15.0,5.0,12.0,3.0,,4.5,5.0,10,6,2,3,2,1,2,1,1,1,3,1,2,5,7,8,3,12,15,8,5,10,1,1,6,11,ST (C),Poacher,Attack,,,,,,
53,,,Danny Anisjko,AM (C),Nottm Forest,,176 cm,67 kg,0.0,18,240000.0,7,9,7,10,13,7,7,7,8,5,15.5,7.0,6.0,4.5,7.0,13.0,6.0,,3.5,7.0,10,15,2,2,2,1,2,1,1,1,1,2,2,15,7,5,6,9,17,11,8,13,7,2,3,8,AM (C),Shadow Striker,Attack,,,,,,
54,,,Caleb Ansen,GK,Norwich,,199 cm,103 kg,0.0,19,1400000.0,1,2,5,3,5,2,3,3,7,7,7.0,6.0,3.0,19.0,3.0,7.0,7.0,3.0,9.0,3.0,10,10,14,12,16,5,13,12,13,15,10,15,9,13,10,9,7,5,14,6,7,8,2,1,1,7,GK,Goalkeeper,Defend,,,,,,
55,,0.0,Antonio SÃ¡nchez,"DM, M/AM (RC)",Mallorca,,179 cm,78 kg,0.0,27,5600000.0,8,10,11,9,10,8,12,12,12,10,12.0,13.0,9.0,9.5,12.0,14.5,14.0,15.0,12.5,12.0,13,11,1,2,1,2,2,3,3,3,3,2,3,13,14,14,13,13,13,13,15,16,6,6,9,11,"DM, M (C)",Ball Winning Midfielder,Defend,,,,,,
56,,0.0,Michail Antonio,"M/AM (R), ST (C)",West Ham,,180 cm,82 kg,0.0,35,950000.0,11,13,6,11,12,14,9,13,11,11,14.5,13.0,15.0,12.0,9.0,16.0,9.0,11.5,16.5,8.0,14,15,3,2,4,3,3,2,3,3,1,2,1,13,13,11,11,12,14,9,14,14,8,15,10,13,"M/AM (RL), ST (RL)",Pressing Forward,Support,,,,,,
57,,,Vicente AntuÃ±a,"DM, M (C)",Real Oviedo,,176 cm,68 kg,0.0,20,60000.0,6,4,3,7,13,6,5,8,12,7,,7.0,6.0,,9.0,,8.0,9.5,6.0,10.0,10,7,2,2,2,3,2,3,3,1,3,3,1,12,7,6,8,14,7,4,7,10,6,1,1,8,M (C),Central Midfielder,Support,,,,,,
58,,0.0,Genesis Antwi,"D (RC), WB (R)",Chelsea,,182 cm,76 kg,0.0,18,475000.0,9,8,1,2,10,5,6,8,7,9,10.5,8.0,7.0,9.5,7.0,,8.0,,7.5,8.0,8,9,1,2,3,4,3,1,3,3,1,1,1,9,7,8,8,8,11,4,9,9,4,4,2,8,D (C),Wing-Back,Defend,,,,,,
59,,,Alex Aoraha,"DM, M (C)",QPR,,186 cm,76 kg,0.0,22,6000.0,6,7,5,7,12,6,6,6,11,10,9.0,9.0,7.0,11.0,9.0,9.0,12.0,13.0,6.0,11.0,7,5,1,1,1,1,1,2,3,2,2,2,1,5,8,6,9,14,4,1,13,12,7,4,2,7,M (C),Central Midfielder,Support,,,,,,
60,,,Mauro Arambarri,"DM, M (RC)",Getafe,,174 cm,71 kg,0.0,29,10500000.0,10,12,11,10,13,11,12,12,13,12,12.0,14.0,8.0,7.5,13.0,12.0,14.0,17.0,11.5,15.0,12,14,1,2,1,3,3,2,3,3,3,3,3,15,16,13,15,13,15,8,16,16,8,4,6,13,"DM, M (C)",Ball Winning Midfielder,Defend,,,,,,
61,,0.0,Ronald Araujo,"D (RC), WB (R)",Barcelona,,188 cm,91 kg,0.0,26,115000000.0,7,11,7,11,13,9,11,7,11,11,14.0,16.0,17.0,16.0,18.0,16.0,15.0,16.0,16.0,17.0,13,12,1,3,3,2,2,4,1,4,1,1,1,16,18,15,17,14,18,16,15,17,5,10,13,12,D (C),Wide Centre-Back,Defend,,,,,,
62,,0.0,Oliver Arblaster,"DM, M (C)",Sheffield United,,175 cm,65 kg,0.0,21,4000000.0,10,12,7,8,12,11,8,13,13,13,12.0,13.0,7.0,7.0,9.0,12.0,10.0,12.0,9.0,10.0,13,11,1,1,1,3,3,3,1,1,1,2,3,11,10,13,12,13,12,12,13,13,5,5,8,12,"M (C), AM (RLC), ST (RL)",Advanced Playmaker,Support,,,,,,
63,,,Ãngel Arcos,"AM (L), ST (C)",Celta Vigo,,187 cm,73 kg,0.0,17,300000.0,6,14,6,15,13,12,10,6,9,6,13.0,8.0,9.0,16.5,7.0,10.0,4.0,,2.0,3.0,11,12,2,2,2,1,2,2,1,3,2,2,1,6,3,7,8,4,13,7,8,12,3,7,7,14,ST (C),Advanced Forward,Attack,,,,,,
64,,0.0,Giacomo Arduini,M (C),Roma,,188 cm,78 kg,0.0,18,240000.0,5,5,4,7,12,5,7,7,8,9,13.0,8.0,4.0,11.0,7.0,10.0,3.0,9.0,5.0,10.0,12,5,1,3,1,2,3,2,1,1,2,2,2,5,4,5,7,11,2,9,6,4,5,2,5,12,"M (C), AM (RLC), ST (RL)",Central Midfielder,Attack,,,,,,
65,,0.0,Alphonse Areola,GK,West Ham,,195 cm,94 kg,0.0,32,20000000.0,1,3,6,1,10,8,12,8,10,9,12.5,14.0,3.0,14.5,3.0,10.5,13.0,16.5,14.0,2.0,13,17,14,12,12,8,15,13,14,15,12,12,13,8,13,15,14,12,14,10,15,13,3,2,1,10,GK,Sweeper Keeper,Defend,,,,,,
66,,0.0,Pele Arganese-McDermott,D (C),Tottenham,,180 cm,71 kg,0.0,19,160000.0,1,2,1,1,6,5,5,3,6,2,10.0,5.0,12.0,9.0,13.0,,13.0,,8.5,11.0,10,6,1,2,2,1,3,1,2,2,1,3,3,8,8,4,8,13,10,6,5,6,1,3,5,5,D (C),Central Defender,Defend,,,,,,
67,,0.0,Joe Aribo,"M (C), AM (RLC)",Southampton,,188 cm,74 kg,0.0,28,6200000.0,10,16,8,14,18,15,12,14,12,14,11.0,16.0,8.0,13.0,6.0,11.0,9.0,14.0,15.0,10.0,14,15,1,2,2,1,2,1,2,3,2,2,2,7,8,15,10,12,11,5,11,13,10,6,9,15,AM (C),Attacking Midfielder,Attack,,,,,,
68,,,Will Armitage,D (C),Southampton,,190 cm,82 kg,0.0,20,250000.0,6,1,3,7,7,5,7,7,15,11,10.0,10.0,9.0,13.0,8.0,7.0,15.0,10.0,8.0,14.0,9,9,3,2,1,4,3,3,1,3,3,3,1,13,9,8,10,10,4,3,8,9,5,5,2,12,D (C),Central Defender,Defend,,,,,,
69,,,Adam Armstrong,"AM (R), ST (C)",Southampton,,172 cm,69 kg,0.0,28,16500000.0,8,12,12,13,13,11,12,13,10,10,17.0,13.0,8.0,8.0,5.0,17.0,6.0,14.0,7.0,5.0,14,10,3,2,1,3,3,3,1,2,2,3,2,7,11,10,11,13,13,6,13,12,7,4,13,13,"AM (RL), ST (RL)",Inside Forward,Support,,,,,,
70,,0.0,Arnau MartÃ­nez,"D (RC), WB (R)",Girona,,182 cm,79 kg,0.0,22,12500000.0,12,9,8,8,11,9,9,13,12,12,13.0,15.0,9.0,10.0,13.0,13.0,14.0,13.5,12.5,15.0,12,11,3,1,3,2,2,4,3,3,3,3,2,13,14,14,15,13,13,12,14,15,9,12,11,13,D (RL),Full-Back,Support,,,,,,
71,,0.0,Maximilian Arnold,"DM, M (C)",Wolfsburg,,184 cm,74 kg,0.0,31,14000000.0,13,11,17,10,14,10,15,11,15,14,12.5,13.0,10.0,10.5,12.0,10.5,14.0,18.5,12.0,12.0,11,15,1,1,2,3,3,2,1,2,3,1,1,16,13,14,13,13,16,15,16,17,15,6,13,14,"DM, M (C)",Ball Winning Midfielder,Defend,,,,,,
